Title,Address,Latitude,Longitude,Phone,Website,Email,volunteer-email,volunteer-website,volunteer-phone,Notes,Category,PlaceID,Source,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Image
Lake Placid Ecumenical Food Pantry,"169 Hillcrest Ave, Lake Placid, NY 12946, USA",44.2919304,-73.9878308,(518) 523-2200,http://stagneslakeplacid.com/,naj@kvvi.net,,,,"The Food Pantry is located at St. Agnes Church in Lake Placid, New York. Our hours of operation are Fridays from 9:00 am to 12:00 pm. Donations of food can be dropped off at Price Choppers and Hanniford stores in Lake Placid, as well as at any local church or synagogue.",Food bank,ChIJeWMJ9pviykwRl92SzHt-PJk,FF,,,,,,,,
Christian Community Action - New Haven,"168 Davenport Ave, New Haven, CT 06519, USA",41.3020825,-72.9391198,(203) 777-7848,https://www.facebook.com/ccahelping/,cca@ccahelping.org,,,,"The Client Choice Food Pantry provides a monthly bag of food to low-income families, seniors, and individuals with disabilities. Food distribution hours are by appointment only, from Monday to Wednesday, 9:30 AM to 4:00 PM. CCA's mission is to express faithful witness by providing help, housing, and hope to people who are poor in New Haven. These hours of operation are from the Christian Community Action - New Haven website:
- Monday: 9:30 AM - 4:00 PM
- Tuesday: 9:30 AM - 4:00 PM
- Wednesday: 9:30 AM - 4:00 PM
- Thursday: Closed
- Friday: Closed
- Saturday: Closed
- Sunday: Closed",Food bank,ChIJ6c7QOFHY54kRNIwpLPSRKtE,FF,,,,,,,,
Food Pantry at LBJ - CAO,"167 Humboldt Pkwy, Buffalo, NY 14214, USA",42.9279831,-78.8525186,(716) 881-5150,,bhaynes@caowny.org,,,,"Phone: (716) 881-5150
Email: bhaynes@caowny.org
Serves: Residents of zip code 14208 and 14209. If you do not live in these zip codes, you must have a referral.
Requirements:
- Photo ID for all members in a household
- Proof of address
- Proof of income
Hours of operation:
- Tuesday, Thursday, and Friday: 10:00 am - 2:00 pm
For more information, please call them.",Food bank,ChIJS9_XiroS04kRKOsm0zTQDhs,FF,,,,,,,,
Tabernacle Of Prayer,"165-11 Jamaica Ave, Jamaica, NY 11432, USA",40.7058836,-73.7947004,(718) 657-4210,,,,,,"Phone: (718) 657-4210
Food Pantry Hours of Operation:
Friday 10:00 am - 12:00 pm
Soup Kitchen Hours of Operation:
Friday 12:00 pm - 2:00 pm
For more information, please call them.",Food bank,EioxNjUtMTEgSmFtYWljYSBBdmUsIEphbWFpY2EsIE5ZIDExNDMyLCBVU0EiMBIuChQKEgmN8aeGIGHCiREV7PIxxtwWLBALKhQKEgkNxl_4yGDCiREz2obCO6kn3g,FF,,,,,,,,
Food Stamp Office- Jamaica,"165-08 88th Ave 3rd Floor, Jamaica, NY 11432, USA",40.7085907,-73.7962916,(718) 883-8344,,,,,,"Phone: (718) 883-8344
Hours of operation:
Monday - Friday 8:30 am - 6:00 pm
Saturday 9:00 am - 5:00 pm
For more information, please call.",Food bank,EiwxNjUtMDggODh0aCBBdmUgIzNyZCwgSmFtYWljYSwgTlkgMTE0MzIsIFVTQSIfGh0KFgoUChIJV7Ny4N9gwokR_Cp8kAA-raoSAzNyZA,FF,,,,,,,,
West End Presbyterian Church,"165 W 105th St, New York, NY 10025, USA",40.7997898,-73.965624,(212) 663-2900,https://www.facebook.com/WEPCNYC,westendchurch165@gmail.com,,,,"Hours of Operation:
Tuesday and Thursday: 11:00 am - 12:00 pm - Once a month
Requirements:
ID and referral required
Please call for more information.
Mission Statement:
The mission of West End Presbyterian Church is fueled by the need to establish Christ’s presence on earth through witness and service.
*From the West End Presbyterian Church website.",Food bank,ChIJoTtqgST2wokRKci0yvTUxEA,FF,,,,,,,,
Arlington Food Shelf,"165 Old Mill Rd, Arlington, VT 05250, USA",43.0607981,-73.1420253,(802) 375-6328,https://www.facebook.com/Arlington-Food-Shelf-112181850247541/,,,,,"Phone: (802) 375-6328
Facebook page: [insert link]
Serving residents of Arlington, East Arlington, Sandgate, and Sunderland. Proof of residence is required.
Hours of operation:
- 1st Tuesday of the month: 1:30 PM to 4:00 PM
- 3rd Thursday of the month: 3:30 PM to 5:00 PM",Food bank,ChIJG36ulHuM4IkRe_QJBH2tX_0,FF,,,,,,,,
Trinity Lutheran Church Of Manhattan,"164 W 100th St, New York, NY 10025, USA",40.7962088,-73.9681035,(212) 222-7045,http://www.trinitylutherannyc.org/en,TLCofNYC@gmail.com,,,,"Services:
Food Pantry
For further information, please call.",Food bank,ChIJOfUuiyb2wokRuzHjIxkdyd0,FF,,,,,,,,
St. Christopher Bethany House,"164 Suydam St, Brooklyn, NY 11221, USA",40.6992517,-73.9262689,(718) 574-6300,,,,,,Thursday: 11:00 AM - 1:00 PM. Please call for more information.,Food bank,ChIJcUgKEQVcwokRTvRoU6EgTQI,FF,,,,,,,,
Deeper Life Fellowship,"164 E Seaman Ave, Freeport, NY 11520, USA",40.6660479,-73.5793684,(516) 505-2930,,,,,,"Phone: (516) 505-2930
This organization provides a food pantry.
Hours of operation:
- Tuesday: 5:00 pm - 9:00 pm
- Wednesday: 5:00 pm - 9:00 pm
- Friday: 11:00 am
For more information, please call them.",Food bank,ChIJGwLDog18wokRG-aNXuoGMgQ,FF,,,,,,,,
God's Provision - Iglesia de Dios,"1625 5th Ave, Bay Shore, NY 11706, USA",40.7580454,-73.261861,(631) 730-3855,,foodministry@optonline.net,,,,"Phone: (631) 730-3855
Email: foodministry@optonline.net
God's Provision provides a food pantry with hours of operation between 9:30 AM and 11:00 AM on Tuesdays. For more information, please call them.",Food bank,ChIJT4tkYhAy6IkR_Fv5Uj9ttpY,FF,,,,,,,,
First United Methodist Church Of Jamaica,"162-10 Highland Ave, Jamaica, NY 11432, USA",40.7098724,-73.8000523,(718) 739-2269,http://www.fumcoj.com/,umcofjamaica@gmail.com,,,,"Food Pantry Hours of Operation:
Monday: 8:30 am - 9:30 am
Thursday: 6:00 pm - 7:00 pm
(If a holiday falls on a Monday or Thursday, food will be distributed the following day)
Requirements:
Please bring ID for your first visit.
For more information, please call the food pantry.",Food bank,ChIJs77NreBgwokRVhpAbuyzQEM,FF,,,,,,,,
Penfield Ecumenical Food Shelf,"1618 Jackson Rd, Penfield, NY 14526, USA",43.1646357,-77.4492965,(585) 234-0799,http://www.penfieldecumenicalfoodshelf.org/,penfieldfoodshelf@gmail.com,,,,"The Penfield Ecumenical Food Shelf was founded in April 1997 by Joe Gersitz, Ted O'Brien, and Kathy Cummins. It is a non-denominational organization that offers emergency food assistance to Penfield residents in the 14526 and 14625 zip codes. If you are interested in volunteering, please send us a message through this Facebook page. For further details, please contact us by phone.",Food bank,ChIJYythvRfM1okRDYuP6hwXxz0,FF,,,,,,,,
Safe Horizon,"161-10 Jamaica Ave, Queens, NY 11432, USA",40.7037585,-73.7978388,(718) 206-2825,https://www.freefood.org/l/ny_11432_safe-horizon,,,,,"Hours of Operation:
Monday and Wednesday: 9:00 am - 5:00 pm
For more information, please call.",Food bank,ChIJ5SvIKNlgwokR7xjynjti4io,FF,,,,,,,,
Congregational Church of Brookfield,"160 Whisconier Rd, Brookfield, CT 06804, USA",41.4655241,-73.388226,(203) 775-1259,https://www.facebook.com/uccb.org,office@uccb.org,,,,"For current food distribution hours, please call (203) 775-1259. Office hours are Monday through Thursday from 9:00am to 2:00pm.",Food bank,ChIJ5bv-05D554kR2JlkAwbOFR4,FF,,,,,,,,
Niacap Lockport Pantry,"160 Washburn St, Lockport, NY 14094, USA",43.1698277,-78.6863133,(716) 433-6632,http://niagaracap.blogspot.com/,niagaracap@prodigy.net,,,,"For more information, please call them.",Food bank,ChIJ2XJiUDx_04kR2S-BBJI_uaQ,FF,,,,,,,,
Faith Mission Christian Fellowship,"160 W 129th St #164, New York, NY 10027, USA",40.8110934,-73.946056,(212) 662-3661,,newfmcf@gmail.com,,,,"Phone: (212) 662-3661
Email: newfmcf@gmail.com
Location: No Soup Kitchen, Food Pantry only
Hours of operation: Friday 1:00 pm - 2:00 pm (pre-register on 1st Friday of the month).",Food bank,ChIJERVT8nL2wokRbWVMqZPGeAI,FF,,,,,,,,
Emmaus House,"160 W 120th St, New York, NY 10027, USA",40.8053082,-73.95,(212) 749-9404,,,,,,"Phone: (212) 749-9404
For more information, please call them.",Food bank,ChIJBRbkLxL2wokRs_vT5z5CcOo,FF,,,,,,,,
Roosevelt Bible Church,"160 Nassau Rd, Roosevelt, NY 11575, USA",40.676455,-73.5880984,(516) 867-5645,,pastorsepaul@gmail.com,,,,"Phone: (516) 867-5645
Email: pastorsepaul@gmail.com
Services: Offers a food pantry. Please call for schedule.",Food bank,ChIJ_ajhMWp8wokRRRy2bDLgbks,FF,,,,,,,,
Jewish Community Council - Carnasie,"1585 E 98th St, Brooklyn, NY 11236, USA",40.6352588,-73.8892714,(718) 763-4495,https://canarsiejcc.org/,,,,,"Hours of Operation:
Monday - Thursday
10:00 AM - 12:00 PM
For more information, please call them.",Food bank,ChIJAZ8jfNhcwokRY9OJGDTaQys,FF,,,,,,,,
Community Missions Food Pantry,"1570 Buffalo Ave, Niagara Falls, NY 14303, USA",43.083282,-79.0432695,(716) 285-3403,https://www.communitymissions.org/,,,,,"Services:
- Food pantry
Area Served:
- Niagara County
Requirements Needed:
- Pre-registration
- Proof of income
- Identification of each person in the household
Pantry Opening Hours:
- Every last two Thursdays of each month
- 1:30 p.m. - 3:00 p.m.
For more information, please call.",Food bank,ChIJI84WQu1C04kRUKLhmXCx29g,FF,,,,,,,,
St. Ann & the Holy Trinity Church,"157 Montague St, Brooklyn, NY 11201, USA",40.6945866,-73.992778,(212) 875-6960,https://www.stannholytrinity.org/,facilities@stannholytrinity.org,,,,"The St. Ann's Pop Up Food Pantry operates every Tuesday morning from 10:30 AM to 12 noon. All are welcome and no ID is required. The pantry offers non-perishables such as rice, beans, and tuna fish, and when available, fresh produce. The hours of operation are as follows:
Monday: Closed
Tuesday: 10:30 AM - 12:00 PM
Wednesday: Closed
Thursday: Closed
Friday: Closed
Saturday: Closed
Sunday: Closed",Food bank,ChIJUxyO9UhawokR-ri9gdlVUbU,FF,,,,,,,,
St. Thomas Aquinas Food Pantry,"1550 Hendrickson St, Brooklyn, NY 11234, USA",40.6197515,-73.9356606,(718) 252-4883,http://stthomasaquinasbrooklyn.com/,,,,,"Food Pantry
Hours of operation: Tuesday 8:00 am - 1:00 pm
For more information, please call them.",Food bank,ChIJ2SkAAVhDwokRe57aS2UeMlA,FF,,,,,,,,
Syracuse Rescue Mission,"155 Gifford St, Syracuse, NY 13202, USA",43.0431935,-76.1558207,(315) 472-6251,https://www.facebook.com/therescuemission,info@rmsyr.org,,,,"At the Syracuse Rescue Mission, they are committed to ensuring that no one in the community goes hungry. This is why their Clarence L. Jordan Food Service and Culinary Education Center provides breakfast, lunch, and dinner every day of the year to those in need. Their mission statement is to share hope, end hunger and homelessness, change lives, and strengthen communities one person at a time. For more information, please visit the Syracuse Rescue Mission website.",Food bank,ChIJN826A8Dz2YkRWfUwhSUWB70,FF,,,,,,,,
Wilton Food Pantry - Trinity United Methodist Church,"155 Ballard Rd, Gansevoort, NY 12831, USA",43.1624627,-73.704433,(518) 350-4456,http://www.wiltonfoodpantry.org/,pmaynard@wiltonfoodpantry.org,,,,"Area Served: Residents of Wilton Township or nearby.
Hours of Operation:
- Wednesday: 6:00 pm - 8:00 pm
- Saturday: 10:30 am - 12:00 pm
Donations Hours of Operation:
- Wednesday: 3:30 pm - 6:00 pm
- Saturday: 9:00 am - 10:30 am",Food bank,ChIJCyPXT8wz3okRW7BKlzq2F7w,FF,,,,,,,,
Wilton Food Pantry,"155 Ballard Rd, Gansevoort, NY 12831, USA",43.1624627,-73.704433,518-538-9978,http://www.wiltonfoodpantry.org/,pdmaynard1@gmail.com,,,,"Area Served: Wilton Residents Only
Requirements: An identity card is required
Hours of Operation:
- Wednesday: 6:30 pm - 8:00 pm
- Saturday: 10:00 am - 12:00 pm
Donation Hours of Operation:
- Wednesday: 4:00 pm - 5:30 pm
- Saturday: 9:00 am - 10:00 am",Food bank,ChIJCyPXT8wz3okRW7BKlzq2F7w,FF,,,,,,,,
El Centro Del Inmigrante,"1546 Castleton Ave, Staten Island, NY 10302, USA",40.635715,-74.1344217,(347) 825-2086,,info@elcentronyc.org,,,,"Phone: (347) 825-2086
Email: info@elcentronyc.org
Food Pantry Hours of Operation:
- Thursday: 6:00 pm - 9:00 pm
- Saturday: 9:00 am - 11:00 am
For more information, please call.",Food bank,ChIJF2GjId1NwokRo5f3KhAwtkY,FF,,,,,,,,
St Lawrence Parish Outreach,"1520 E Delavan Ave, Buffalo, NY 14215, USA",42.9230943,-78.8001501,(716) 896-0047,http://www.stlawrencebuffalo.org/,stlawrencechurchinfo@verizon.net,,,,"Food Pantry Information:
Location: 14215
Hours of Operation:
Tuesday and Thursday
10:00 am - 2:00 pm
For more information, please call.",Food bank,ChIJ_6JAviUN04kRTjGYUvpvHjk,FF,,,,,,,,
Blessed Sacrament Church,"152 W 71st St, New York, NY 10023, USA",40.7771846,-73.9812123,(212) 877-3111,http://www.blessedsacramentnyc.org/,pferrario2@icloud.com,,,,"Hours of Operation:
Monday - Friday: 9:00 a.m. - 9:00 p.m.
Saturday and Sunday: 9:00 a.m. - 7:00 p.m.
For further information, please call.",Food bank,ChIJbQVBX4pYwokR3CI3lrkTDfQ,FF,,,,,,,,
Adventist Community Services of Connecticut,"152 Bloomingdale Rd, Quaker Hill, CT 06375, USA",41.3913279,-72.1245361,(860) 442-7258,https://www.facebook.com/sdachurchwaterford,social.media@waterfordsdachurch.com,,,,"ACS Center: Distributing Supplemental Groceries to Families in the Community
This ACS center distributes supplemental groceries to families in the community. They only accept appointments. If you are someone who could use supplemental groceries, please call them at (860) 442-7258.",Food bank,ChIJAZj4DewN5okRGJgPPTDsqV8,FF,,,,,,,,
Second Harvest Food Bank of Northwest Pennsylvania,"1507 Grimm Dr, Erie, PA 16501, USA",42.1092864,-80.1126869,(814) 459-3663,http://www.facebook.com/pages/Second-Harvest-Food-Bank-of-NW-PA/175565862500886,info@eriefoodbank.org,,,,"The Second Harvest Food Bank of Northwest Pennsylvania collects and delivers food to 405 hunger-fighting programs and agencies in 11 counties: Cameron, Clarion, Clearfield, Crawford, Elk, Erie, Forest, Jefferson, McKean, Venango, and Warren. They distribute USDA commodities to low-income seniors through the Commodity Supplemental Food Program (CSFP) and operate a Mobile Food Pantry, Kids Cafe, and Backpack programs.",Food bank,ChIJeRDaLOl_MogR8gMT2_SeBOU,FF,,,,,,,,
MHNA,"150-20 Barclay Ave, Flushing, NY 11355, USA",40.7617528,-73.8127999,(718) 762-5905,http://www.murrayhillflushing.com/,info@murrayhillflushing.org,,,,"Food Pantry
Hours of Operation:
Saturday: 12:00 PM - 3:00 PM
For more information, please call.",Food bank,ChIJh9DGYCNgwokRQxa5FpD1uVE,FF,,,,,,,,
Family Service Association Of Glens Falls,"150 Warren St, Glens Falls, NY 12801, USA",43.310772,-73.6356448,(518) 793-0797,https://www.fsaglensfalls.org/,Programs@fsaglensfalls.org,,,,"FOOD PANTRY OPENING HOURS:
Monday - Friday: 9:00 a.m. - 3:00 p.m.
For further information, please call.
HOURS OF OPERATION:
Monday - Friday: 9:00 AM - 3:00 PM
Saturday: Closed
Sunday: Closed",Food bank,ChIJod2m9sHR34kRvdTP1-xGvpg,FF,,,,,,,,
Boriken Neighborhood Health Center,"150 E 121st St, New York, NY 10035, USA",40.801563,-73.9390469,(212) 289-6650,http://boriken.org/index.html,info@boriken.org,,,,"Food Pantry
Hours of operation:
Tuesday and Thursday
2:00 pm - 3:00 pm.",Food bank,ChIJZ7h3CQn2wokRGIb9XJyzHG0,FF,,,,,,,,
Connecticut Food Bank,"150 Bradley St, East Haven, CT 06512, USA",41.2862113,-72.8745995,(203) 469-5000,http://www.ctfoodbank.org/,cfb@ctfoodbank.org,,,,"Founded in 1982, Connecticut Food Bank (CFB) is the largest centralized source of donated, emergency food in Connecticut. CFB is a private organization with the mission of alleviating hunger by supplying food products and resources to eligible agencies throughout their service areas in Connecticut, and promoting public awareness about the problem of hunger. CFB provides food products to over 650 soup kitchens, shelters, food pantries, and day care programs in Fairfield, Litchfield, Middlesex, New Haven, New London, and Windham counties.",Food bank,ChIJy6Ovgr3X54kRUVIRqLnEJVY,FF,,,,,,,,
Christ Episcopal Church,"15 W High St, Ballston Spa, NY 12020, USA",43.0003787,-73.8495783,(518) 885-1031,https://www.facebook.com/cecbspa/,droy@christchurchplano.org,,,,"Food Pantry Opening Hours:
- Monday: 10:00 a.m. to 12:00 p.m.
- Tuesday: 12:00 p.m. to 2:00 p.m.
- Wednesday: 10:00 a.m. to 12:00 p.m. and 5:00 p.m. to 7:00 p.m.
- Thursday: closed
- Friday: 10:00 a.m. to 12:00 p.m.
- Saturday: closed
- Sunday: closed
The distribution takes place behind the parish hall. Please call for further information.",Food bank,ChIJp_fUkJhA3okRUHfaEhA-POQ,FF,,,,,,,,
First Shiloh Baptist Church,"15 Pine St, Buffalo, NY 14204, USA",42.8802597,-78.8643659,(716) 847-6555,http://www.firstshilohbuffalo.com/,firstshilohmail@yahoo.com,,,,"For more information, please call them.",Food bank,ChIJ0wDLAj8S04kRsjwK6AZMHwE,FF,,,,,,,,
St Philips Episcopal Church Food Pantry,"15 Fernhill Ave, Buffalo, NY 14215, USA",42.9277961,-78.8284631,(716) 833-0442,http://www.specbuffalo.org/,specbuffalo@adelphia.net,,,,"Organization Name:
Service Provided: Food Pantry
Zip Codes Served: 14215
Hours of Operation: Wednesdays from 10:00 AM to 2:00 PM
Contact Information: Please call for more information.",Food bank,ChIJe1NjElAN04kRd8965NL2CIc,FF,,,,,,,,
Community Action For Human Services,"1455 Fulton Ave, Bronx, NY 10456, USA",40.8358452,-73.9012994,(718) 588-5388,,,,,,"Phone: (718) 588-5388
Hours of operation:
Wednesday and Friday from 2:00 PM to 4:00 PM
For more information, please call them.",Food bank,ChIJv6LQy0T0wokRqjN8FclD-_k,FF,,,,,,,,
Dunbar Association,"1453 S State St, Syracuse, NY 13205, USA",43.0320023,-76.1458742,(315) 476-4269,,,,,,"Phone: (315) 476-4269
Services: Provides a food pantry for the City of Syracuse, Southeast Area.
Fresh food giveaway on the 2nd Tuesday of every month - Sign up at 2:30 pm, numbers called at 3:15 pm.",Food bank,ChIJx-vA0I_z2YkRKDD0mHBt-wk,FF,,,,,,,,
Church of Christ the King Pantry,"145-39 Farmers Blvd, Jamaica, NY 11434, USA",40.6652853,-73.7671374,(718) 528-6010,,,,,,"Event: Every other Tuesday from 2:00 p.m. to 3:00 p.m.
Requirements: Must be a resident of the community and bring an identification card.
For further information, please call.",Food bank,ChIJxbjzI75mwokR5Q4JZUqCqTk,FF,,,,,,,,
Los Sures Social Services,"145 S 3rd St, Brooklyn, NY 11211, USA",40.7124161,-73.9616521,(718) 599-1940,http://www.southsideunitedhdfc.org/,,,,,"Hours of Operation:
Tuesday: 9:30 AM - 12:30 PM
For more information, please call.",Food bank,ChIJlfJniN9bwokRt5LtBqTO1XQ,FF,,,,,,,,
Faith Baptist Food Pantry,"145 N Franklin St, Hempstead, NY 11550, USA",40.7108641,-73.6285561,(516) 538-3335,,fbcc145ny@gmail.com,,,,Wednesday: 2:00 PM - 5:00 PM. Please call for more information.,Food bank,ChIJZ38v7Rh9wokRoy-Egwv0Acw,FF,,,,,,,,
Family Service League - Iovino South Shore Family Center,"1444 5th Ave, Bay Shore, NY 11706, USA",40.7456471,-73.2645647,(631) 647-3100,http://www.fsl-li.org/,,,,,"Services:
- Food pantry available
Pantry opening hours:
- Monday through Friday, 9:00 a.m. - 4:00 p.m.
For further information, please call.",Food bank,ChIJm2vnC3Iy6IkReqyDts9ADTM,FF,,,,,,,,
